Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
299,Exit Long,Close entry(s) order Long,2022-12-23 12:00,16790.48,0.12284,-2.04,-0.10,3152.71,0.00,19.84,0.96,7.68,0.37
299,Entry Long,Long,2022-12-22 18:00,16780.24,0.12284,-2.04,-0.10,3152.71,0.00,19.84,0.96,7.68,0.37
298,Exit Short,Close entry(s) order Short,2022-12-22 18:00,16780.24,0.12364,-16.38,-0.79,3154.76,-0.02,12.53,0.61,23.69,1.15
298,Entry Short,Short,2022-12-22 12:00,16674.53,0.12364,-16.38,-0.79,3154.76,-0.02,12.53,0.61,23.69,1.15
297,Exit Short,Close entry(s) order Short,2022-12-21 21:00,16824.68,0.12275,-7.03,-0.34,3171.13,-0.01,6.48,0.31,11.19,0.54
297,Entry Short,Short,2022-12-21 12:00,16794.28,0.12275,-7.03,-0.34,3171.13,-0.01,6.48,0.31,11.19,0.54
296,Exit Long,Close entry(s) order Long,2022-12-20 15:00,16815.83,0.1233,8.27,0.40,3178.17,0.01,40.19,1.95,7.60,0.37
296,Entry Long,Long,2022-12-20 00:00,16721.93,0.1233,8.27,0.40,3178.17,0.01,40.19,1.95,7.60,0.37
295,Exit Short,Long,2022-12-20 00:00,16721.93,0.12422,-18.48,-0.90,3169.90,-0.02,41.02,1.99,33.54,1.63
295,Entry Short,Short,2022-12-19 15:00,16599.78,0.12422,-18.48,-0.90,3169.90,-0.02,41.02,1.99,33.54,1.63
294,Exit Short,Close entry(s) order Short,2022-12-16 18:00,16873.40,0.11969,38.37,1.86,3188.38,0.04,56.87,2.76,1.90,0.09
294,Entry Short,Short,2022-12-16 06:00,17221.25,0.11969,38.37,1.86,3188.38,0.04,56.87,2.76,1.90,0.09
293,Exit Long,Close entry(s) order Long,2022-12-14 18:00,17765.98,0.11416,-37.16,-1.80,3150.01,-0.04,35.47,1.72,47.53,2.30
293,Entry Long,Long,2022-12-14 12:00,18062.82,0.11416,-37.16,-1.80,3150.01,-0.04,35.47,1.72,47.53,2.30
292,Exit Short,Close entry(s) order Short,2022-12-12 09:00,16989.45,0.12057,10.16,0.49,3187.17,0.01,25.98,1.26,7.43,0.36
292,Entry Short,Short,2022-12-11 18:00,17100.97,0.12057,10.16,0.49,3187.17,0.01,25.98,1.26,7.43,0.36
291,Exit Long,Short,2022-12-11 18:00,17100.97,0.12006,-12.16,-0.59,3177.01,-0.01,9.90,0.48,12.07,0.59
291,Entry Long,Long,2022-12-11 03:00,17174.82,0.12006,-12.16,-0.59,3177.01,-0.01,9.90,0.48,12.07,0.59
290,Exit Short,Close entry(s) order Short,2022-12-07 18:00,16821.63,0.1228,-6.88,-0.33,3189.17,-0.01,1.71,0.08,14.53,0.70
290,Entry Short,Short,2022-12-07 06:00,16792.46,0.1228,-6.88,-0.33,3189.17,-0.01,1.71,0.08,14.53,0.70
289,Exit Long,Close entry(s) order Long,2022-12-05 09:00,17310.08,0.12163,40.63,1.97,3196.06,0.04,56.20,2.72,5.74,0.28
289,Entry Long,Long,2022-12-04 09:00,16948.64,0.12163,40.63,1.97,3196.06,0.04,56.20,2.72,5.74,0.28
288,Exit Short,Long,2022-12-04 09:00,16948.64,0.12163,-3.30,-0.16,3155.43,0.00,0,0.00,1.65,0.08
288,Entry Short,Short,2022-12-04 09:00,16948.64,0.12163,-3.30,-0.16,3155.43,0.00,0,0.00,1.65,0.08
287,Exit Long,Short,2022-12-04 09:00,16948.64,0.12146,-6.34,-0.31,3158.73,-0.01,9.80,0.48,9.99,0.48
287,Entry Long,Long,2022-12-04 00:00,16973.70,0.12146,-6.34,-0.31,3158.73,-0.01,9.80,0.48,9.99,0.48
286,Exit Short,Close entry(s) order Short,2022-12-04 00:00,16973.70,0.12148,-3.62,-0.18,3165.07,0.00,12.00,0.58,11.17,0.54
286,Entry Short,Short,2022-12-03 15:00,16971.08,0.12148,-3.62,-0.18,3165.07,0.00,12.00,0.58,11.17,0.54
285,Exit Short,Close entry(s) order Short,2022-12-03 15:00,16971.08,0.12115,2.19,0.11,3168.68,0.00,14.76,0.72,1.91,0.09
285,Entry Short,Short,2022-12-03 03:00,17016.31,0.12115,2.19,0.11,3168.68,0.00,14.76,0.72,1.91,0.09
284,Exit Long,Close entry(s) order Long,2022-12-03 03:00,17016.31,0.12107,-4.91,-0.24,3166.50,0.00,17.65,0.86,5.89,0.29
284,Entry Long,Long,2022-12-02 18:00,17029.59,0.12107,-4.91,-0.24,3166.50,0.00,17.65,0.86,5.89,0.29
283,Exit Short,Long,2022-12-02 18:00,17029.59,0.12195,-18.02,-0.87,3171.40,-0.02,0.35,0.02,19.75,0.96
283,Entry Short,Short,2022-12-02 12:00,16909.01,0.12195,-18.02,-0.87,3171.40,-0.02,0.35,0.02,19.75,0.96
282,Exit Long,Close entry(s) order Long,2022-12-01 03:00,17110.95,0.12061,-1.78,-0.09,3189.42,0.00,16.52,0.80,10.09,0.49
282,Entry Long,Long,2022-11-30 18:00,17098.37,0.12061,-1.78,-0.09,3189.42,0.00,16.52,0.80,10.09,0.49
281,Exit Short,Close entry(s) order Short,2022-11-28 09:00,16213.29,0.12549,23.76,1.15,3191.20,0.02,45.64,2.21,8.96,0.43
281,Entry Short,Short,2022-11-27 21:00,16428.77,0.12549,23.76,1.15,3191.20,0.02,45.64,2.21,8.96,0.43
280,Exit Short,Close entry(s) order Short,2022-11-27 00:00,16528.48,0.12483,-4.78,-0.23,3167.44,0.00,14.78,0.72,5.77,0.28
280,Entry Short,Short,2022-11-26 15:00,16516.63,0.12483,-4.78,-0.23,3167.44,0.00,14.78,0.72,5.77,0.28
279,Exit Long,Close entry(s) order Long,2022-11-26 06:00,16573.01,0.12475,2.54,0.12,3172.22,0.00,20.29,0.98,7.05,0.34
279,Entry Long,Long,2022-11-25 18:00,16526.13,0.12475,2.54,0.12,3172.22,0.00,20.29,0.98,7.05,0.34
278,Exit Short,Close entry(s) order Short,2022-11-21 03:00,16228.09,0.12348,53.51,2.59,3169.67,0.05,95.98,4.65,7.94,0.39
278,Entry Short,Short,2022-11-20 03:00,16687.77,0.12348,53.51,2.59,3169.67,0.05,95.98,4.65,7.94,0.39
277,Exit Long,Close entry(s) order Long,2022-11-20 03:00,16687.77,0.12339,-4.89,-0.24,3116.16,0.00,4.85,0.24,5.87,0.28
277,Entry Long,Long,2022-11-19 21:00,16700.68,0.12339,-4.89,-0.24,3116.16,0.00,4.85,0.24,5.87,0.28
276,Exit Short,Long,2022-11-19 21:00,16700.68,0.12405,-14.06,-0.68,3121.05,-0.01,0,0.00,27.50,1.33
276,Entry Short,Short,2022-11-19 15:00,16614.02,0.12405,-14.06,-0.68,3121.05,-0.01,0,0.00,27.50,1.33
275,Exit Short,Close entry(s) order Short,2022-11-18 21:00,16699.43,0.12341,-3.31,-0.16,3135.11,0.00,17.27,0.84,5.78,0.28
275,Entry Short,Short,2022-11-18 12:00,16699.35,0.12341,-3.31,-0.16,3135.11,0.00,17.27,0.84,5.78,0.28
274,Exit Long,Close entry(s) order Long,2022-11-18 03:00,16805.57,0.12345,10.54,0.51,3138.42,0.01,37.56,1.82,12.88,0.62
274,Entry Long,Long,2022-11-17 15:00,16693.40,0.12345,10.54,0.51,3138.42,0.01,37.56,1.82,12.88,0.62
273,Exit Long,Close entry(s) order Long,2022-11-15 18:00,16839.81,0.12653,67.92,3.30,3127.88,0.07,106.94,5.19,3.51,0.17
273,Entry Long,Long,2022-11-14 18:00,16276.51,0.12653,67.92,3.30,3127.88,0.07,106.94,5.19,3.51,0.17
272,Exit Short,Long,2022-11-14 18:00,16276.51,0.12655,-3.30,-0.16,3059.96,0.00,0,0.00,1.65,0.08
272,Entry Short,Short,2022-11-14 18:00,16276.51,0.12655,-3.30,-0.16,3059.96,0.00,0,0.00,1.65,0.08
271,Exit Long,Short,2022-11-14 18:00,16276.51,0.12293,-63.20,-3.06,3063.25,-0.06,50.69,2.46,73.35,3.56
271,Entry Long,Long,2022-11-14 06:00,16764.23,0.12293,-63.20,-3.06,3063.25,-0.06,50.69,2.46,73.35,3.56
270,Exit Short,Long,2022-11-14 06:00,16764.23,0.12379,-17.34,-0.84,3126.46,-0.02,101.80,4.93,36.89,1.79
270,Entry Short,Short,2022-11-13 06:00,16650.89,0.12379,-17.34,-0.84,3126.46,-0.02,101.80,4.93,36.89,1.79
269,Exit Short,Close entry(s) order Short,2022-11-11 21:00,17069.98,0.12187,-22.08,-1.07,3143.80,-0.02,43.69,2.12,30.04,1.46
269,Entry Short,Short,2022-11-11 12:00,16916.02,0.12187,-22.08,-1.07,3143.80,-0.02,43.69,2.12,30.04,1.46
268,Exit Short,Close entry(s) order Short,2022-11-10 00:00,16210.23,0.12147,87.24,4.23,3165.87,0.08,164.39,7.98,10.18,0.49
268,Entry Short,Short,2022-11-09 15:00,16954.94,0.12147,87.24,4.23,3165.87,0.08,164.39,7.98,10.18,0.49
267,Exit Short,Close entry(s) order Short,2022-11-09 03:00,18401.15,0.09983,215.47,10.47,3078.64,0.21,340.16,16.53,12.65,0.61
267,Entry Short,Short,2022-11-07 21:00,20590.67,0.09983,215.47,10.47,3078.64,0.21,340.16,16.53,12.65,0.61
266,Exit Short,Close entry(s) order Short,2022-11-03 09:00,20129.80,0.10211,-3.29,-0.16,2863.17,0.00,0,0.00,1.64,0.08
266,Entry Short,Short,2022-11-03 09:00,20129.80,0.10211,-3.29,-0.16,2863.17,0.00,0,0.00,1.64,0.08
265,Exit Short,Close entry(s) order Short,2022-11-03 00:00,20285.67,0.1006,11.48,0.56,2866.46,0.01,37.02,1.80,38.63,1.88
265,Entry Short,Short,2022-11-02 09:00,20432.38,0.1006,11.48,0.56,2866.46,0.01,37.02,1.80,38.63,1.88
264,Exit Short,Close entry(s) order Short,2022-11-02 00:00,20514.02,0.10073,-14.13,-0.69,2854.98,-0.01,1.74,0.08,15.17,0.74
264,Entry Short,Short,2022-11-01 12:00,20406.45,0.10073,-14.13,-0.69,2854.98,-0.01,1.74,0.08,15.17,0.74
263,Exit Short,Close entry(s) order Short,2022-10-31 21:00,20490.74,0.09914,20.60,1.00,2869.11,0.02,47.29,2.30,4.04,0.20
263,Entry Short,Short,2022-10-31 09:00,20731.53,0.09914,20.60,1.00,2869.11,0.02,47.29,2.30,4.04,0.20
262,Exit Long,Short,2022-10-31 09:00,20731.53,0.09914,-3.29,-0.16,2848.51,0.00,0,0.00,1.64,0.08
262,Entry Long,Long,2022-10-31 09:00,20731.53,0.09914,-3.29,-0.16,2848.51,0.00,0,0.00,1.64,0.08
261,Exit Long,Close entry(s) order Long,2022-10-29 03:00,20655.56,0.10026,12.40,0.60,2851.80,0.01,30.93,1.50,10.46,0.51
261,Entry Long,Long,2022-10-28 12:00,20498.94,0.10026,12.40,0.60,2851.80,0.01,30.93,1.50,10.46,0.51
260,Exit Long,Close entry(s) order Long,2022-10-26 03:00,20187.92,0.10537,70.19,3.42,2839.39,0.07,95.91,4.67,2.22,0.11
260,Entry Long,Long,2022-10-25 12:00,19490.04,0.10537,70.19,3.42,2839.39,0.07,95.91,4.67,2.22,0.11
259,Exit Short,Close entry(s) order Short,2022-10-24 18:00,19378.53,0.10655,-14.06,-0.68,2769.20,-0.01,4.17,0.20,17.36,0.84
259,Entry Short,Short,2022-10-24 12:00,19277.53,0.10655,-14.06,-0.68,2769.20,-0.01,4.17,0.20,17.36,0.84
258,Exit Long,Close entry(s) order Long,2022-10-24 00:00,19414.97,0.10547,-9.59,-0.47,2783.26,-0.01,21.59,1.05,13.11,0.64
258,Entry Long,Long,2022-10-23 15:00,19474.75,0.10547,-9.59,-0.47,2783.26,-0.01,21.59,1.05,13.11,0.64
257,Exit Long,Close entry(s) order Long,2022-10-23 03:00,19178.98,0.1069,-7.24,-0.35,2792.85,-0.01,0,0.00,7.28,0.35
257,Entry Long,Long,2022-10-22 18:00,19216.01,0.1069,-7.24,-0.35,2792.85,-0.01,0,0.00,7.28,0.35
256,Exit Long,Close entry(s) order Long,2022-10-22 00:00,19128.78,0.10727,-5.67,-0.28,2800.09,-0.01,8.98,0.44,5.01,0.24
256,Entry Long,Long,2022-10-21 15:00,19150.98,0.10727,-5.67,-0.28,2800.09,-0.01,8.98,0.44,5.01,0.24
255,Exit Short,Long,2022-10-21 15:00,19150.98,0.10826,-21.70,-1.06,2805.75,-0.02,34.19,1.66,28.49,1.39
255,Entry Short,Short,2022-10-21 06:00,18981.00,0.10826,-21.70,-1.06,2805.75,-0.02,34.19,1.66,28.49,1.39
254,Exit Short,Close entry(s) order Short,2022-10-21 00:00,19109.49,0.10798,-11.77,-0.57,2827.46,-0.01,3.95,0.19,12.48,0.61
254,Entry Short,Short,2022-10-20 18:00,19031.01,0.10798,-11.77,-0.57,2827.46,-0.01,3.95,0.19,12.48,0.61
253,Exit Short,Close entry(s) order Short,2022-10-20 00:00,19062.77,0.10781,-3.29,-0.16,2839.23,0.00,0,0.00,1.64,0.08
253,Entry Short,Short,2022-10-20 00:00,19062.77,0.10781,-3.29,-0.16,2839.23,0.00,0,0.00,1.64,0.08
252,Exit Long,Close entry(s) order Long,2022-10-14 06:00,19617.60,0.10723,45.97,2.24,2842.52,0.04,83.49,4.06,3.34,0.16
252,Entry Long,Long,2022-10-13 15:00,19157.90,0.10723,45.97,2.24,2842.52,0.04,83.49,4.06,3.34,0.16
251,Exit Short,Long,2022-10-13 15:00,19157.90,0.10763,-10.83,-0.53,2796.55,-0.01,95.00,4.62,16.72,0.81
251,Entry Short,Short,2022-10-13 00:00,19087.91,0.10763,-10.83,-0.53,2796.55,-0.01,95.00,4.62,16.72,0.81
250,Exit Short,Close entry(s) order Short,2022-10-11 06:00,19106.64,0.1068,10.53,0.51,2807.37,0.01,28.89,1.41,23.65,1.15
250,Entry Short,Short,2022-10-10 06:00,19235.90,0.1068,10.53,0.51,2807.37,0.01,28.89,1.41,23.65,1.15
249,Exit Short,Close entry(s) order Short,2022-10-07 21:00,19530.09,0.10456,8.76,0.43,2796.85,0.01,32.36,1.57,2.68,0.13
249,Entry Short,Short,2022-10-07 12:00,19645.20,0.10456,8.76,0.43,2796.85,0.01,32.36,1.57,2.68,0.13
248,Exit Short,Close entry(s) order Short,2022-10-03 03:00,19244.02,0.10681,-4.55,-0.22,2788.09,0.00,31.66,1.54,9.32,0.45
248,Entry Short,Short,2022-10-02 18:00,19232.19,0.10681,-4.55,-0.22,2788.09,0.00,31.66,1.54,9.32,0.45
247,Exit Short,Close entry(s) order Short,2022-10-02 18:00,19232.19,0.10704,-7.48,-0.36,2792.64,-0.01,11.53,0.56,17.54,0.85
247,Entry Short,Short,2022-10-02 09:00,19193.05,0.10704,-7.48,-0.36,2792.64,-0.01,11.53,0.56,17.54,0.85
246,Exit Short,Close entry(s) order Short,2022-10-01 12:00,19321.70,0.10575,7.57,0.37,2800.12,0.01,26.37,1.28,7.96,0.39
246,Entry Short,Short,2022-09-30 18:00,19424.31,0.10575,7.57,0.37,2800.12,0.01,26.37,1.28,7.96,0.39
245,Exit Long,Short,2022-09-30 18:00,19424.31,0.10569,-4.50,-0.22,2792.54,0.00,77.54,3.77,31.28,1.52
245,Entry Long,Long,2022-09-30 09:00,19435.79,0.10569,-4.50,-0.22,2792.54,0.00,77.54,3.77,31.28,1.52
244,Exit Long,Close entry(s) order Long,2022-09-30 09:00,19435.79,0.10533,-10.79,-0.52,2797.04,-0.01,18.68,0.91,22.19,1.08
244,Entry Long,Long,2022-09-29 18:00,19507.09,0.10533,-10.79,-0.52,2797.04,-0.01,18.68,0.91,22.19,1.08
243,Exit Short,Long,2022-09-29 18:00,19507.09,0.10705,-36.47,-1.77,2807.84,-0.04,6.90,0.34,49.62,2.41
243,Entry Short,Short,2022-09-29 12:00,19197.36,0.10705,-36.47,-1.77,2807.84,-0.04,6.90,0.34,49.62,2.41
242,Exit Long,Close entry(s) order Long,2022-09-28 21:00,19412.82,0.10603,-0.05,0.00,2844.31,0.00,41.59,2.02,15.02,0.73
242,Entry Long,Long,2022-09-28 12:00,19382.25,0.10603,-0.05,0.00,2844.31,0.00,41.59,2.02,15.02,0.73
241,Exit Short,Close entry(s) order Short,2022-09-28 03:00,18822.61,0.10158,137.19,6.68,2844.36,0.13,174.40,8.49,6.57,0.32
241,Entry Short,Short,2022-09-27 12:00,20204.36,0.10158,137.19,6.68,2844.36,0.13,174.40,8.49,6.57,0.32
240,Exit Long,Close entry(s) order Long,2022-09-27 12:00,20204.36,0.10639,95.67,4.66,2707.17,0.09,116.70,5.69,51.69,2.52
240,Entry Long,Long,2022-09-26 06:00,19273.55,0.10639,95.67,4.66,2707.17,0.09,116.70,5.69,51.69,2.52
239,Exit Short,Long,2022-09-26 06:00,19273.55,0.10844,-42.04,-2.05,2611.50,-0.04,29.50,1.44,42.05,2.05
239,Entry Short,Short,2022-09-25 12:00,18916.39,0.10844,-42.04,-2.05,2611.50,-0.04,29.50,1.44,42.05,2.05
238,Exit Long,Short,2022-09-25 12:00,18916.39,0.10752,-21.11,-1.03,2653.54,-0.02,8.88,0.43,27.50,1.34
238,Entry Long,Long,2022-09-25 06:00,19082.37,0.10752,-21.11,-1.03,2653.54,-0.02,8.88,0.43,27.50,1.34
237,Exit Short,Long,2022-09-25 06:00,19082.37,0.10846,-20.69,-1.01,2674.66,-0.02,0,0.00,24.44,1.19
237,Entry Short,Short,2022-09-24 21:00,18921.99,0.10846,-20.69,-1.01,2674.66,-0.02,0,0.00,24.44,1.19
236,Exit Long,Close entry(s) order Long,2022-09-24 09:00,19052.24,0.10883,18.33,0.89,2695.35,0.02,58.57,2.85,7.13,0.35
236,Entry Long,Long,2022-09-23 18:00,18853.46,0.10883,18.33,0.89,2695.35,0.02,58.57,2.85,7.13,0.35
235,Exit Short,Close entry(s) order Short,2022-09-23 18:00,18853.46,0.10758,19.96,0.97,2677.02,0.02,56.23,2.74,10.11,0.49
235,Entry Short,Short,2022-09-23 06:00,19069.34,0.10758,19.96,0.97,2677.02,0.02,56.23,2.74,10.11,0.49
234,Exit Long,Close entry(s) order Long,2022-09-23 00:00,19293.96,0.10682,6.33,0.31,2657.06,0.01,35.35,1.72,46.92,2.29
234,Entry Long,Long,2022-09-22 06:00,19203.90,0.10682,6.33,0.31,2657.06,0.01,35.35,1.72,46.92,2.29
233,Exit Short,Long,2022-09-22 06:00,19203.90,0.10842,-33.41,-1.63,2650.73,-0.03,85.12,4.15,40.55,1.97
233,Entry Short,Short,2022-09-21 18:00,18926.26,0.10842,-33.41,-1.63,2650.73,-0.03,85.12,4.15,40.55,1.97
232,Exit Long,Close entry(s) order Long,2022-09-21 18:00,18926.26,0.10709,-28.85,-1.40,2684.14,-0.03,83.05,4.04,55.10,2.68
232,Entry Long,Long,2022-09-21 09:00,19165.18,0.10709,-28.85,-1.40,2684.14,-0.03,83.05,4.04,55.10,2.68
231,Exit Short,Close entry(s) order Short,2022-09-21 00:00,19013.17,0.1094,-30.14,-1.47,2712.99,-0.03,0,0.00,38.30,1.86
231,Entry Short,Short,2022-09-20 15:00,18767.91,0.1094,-30.14,-1.47,2712.99,-0.03,0,0.00,38.30,1.86
230,Exit Short,Close entry(s) order Short,2022-09-19 09:00,18685.77,0.10293,124.10,6.05,2743.12,0.12,172.28,8.39,12.71,0.62
230,Entry Short,Short,2022-09-18 09:00,19922.29,0.10293,124.10,6.05,2743.12,0.12,172.28,8.39,12.71,0.62
229,Exit Short,Close entry(s) order Short,2022-09-16 15:00,19441.00,0.10548,-3.28,-0.16,2619.03,0.00,0,0.00,1.64,0.08
229,Entry Short,Short,2022-09-16 15:00,19441.00,0.10548,-3.28,-0.16,2619.03,0.00,0,0.00,1.64,0.08
228,Exit Short,Close entry(s) order Short,2022-09-16 09:00,19868.75,0.10383,-15.34,-0.75,2622.31,-0.01,13.17,0.64,15.89,0.77
228,Entry Short,Short,2022-09-16 03:00,19752.75,0.10383,-15.34,-0.75,2622.31,-0.01,13.17,0.64,15.89,0.77
227,Exit Short,Close entry(s) order Short,2022-09-16 03:00,19752.75,0.1041,-8.15,-0.40,2637.64,-0.01,20.12,0.98,26.79,1.30
227,Entry Short,Short,2022-09-15 12:00,19706.02,0.1041,-8.15,-0.40,2637.64,-0.01,20.12,0.98,26.79,1.30
226,Exit Short,Close entry(s) order Short,2022-09-14 00:00,20444.29,0.09758,51.94,2.53,2645.79,0.05,110.55,5.39,7.45,0.36
226,Entry Short,Short,2022-09-13 12:00,21009.74,0.09758,51.94,2.53,2645.79,0.05,110.55,5.39,7.45,0.36
225,Exit Long,Close entry(s) order Long,2022-09-12 21:00,22395.44,0.09388,50.06,2.44,2593.85,0.05,60.43,2.95,28.71,1.40
225,Entry Long,Long,2022-09-11 21:00,21826.87,0.09388,50.06,2.44,2593.85,0.05,60.43,2.95,28.71,1.40
224,Exit Long,Close entry(s) order Long,2022-09-09 15:00,21245.55,0.10555,193.85,9.47,2543.80,0.19,215.95,10.55,14.79,0.72
224,Entry Long,Long,2022-09-08 18:00,19376.49,0.10555,193.85,9.47,2543.80,0.19,215.95,10.55,14.79,0.72
223,Exit Short,Close entry(s) order Short,2022-09-07 03:00,18759.31,0.10299,108.00,5.28,2349.95,0.11,135.14,6.61,6.73,0.33
223,Entry Short,Short,2022-09-06 12:00,19838.81,0.10299,108.00,5.28,2349.95,0.11,135.14,6.61,6.73,0.33
222,Exit Long,Close entry(s) order Long,2022-09-06 12:00,19838.81,0.10209,-21.53,-1.05,2241.95,-0.02,0,0.00,37.79,1.85
222,Entry Long,Long,2022-09-06 06:00,20017.81,0.10209,-21.53,-1.05,2241.95,-0.02,0,0.00,37.79,1.85
221,Exit Short,Close entry(s) order Short,2022-09-05 18:00,19740.62,0.10353,-3.27,-0.16,2263.48,0.00,0,0.00,1.63,0.08
221,Entry Short,Short,2022-09-05 18:00,19740.62,0.10353,-3.27,-0.16,2263.48,0.00,0,0.00,1.63,0.08
220,Exit Long,Short,2022-09-05 18:00,19740.62,0.103,-13.89,-0.68,2266.75,-0.01,9.37,0.46,19.52,0.95
220,Entry Long,Long,2022-09-05 12:00,19843.81,0.103,-13.89,-0.68,2266.75,-0.01,9.37,0.46,19.52,0.95
219,Exit Short,Long,2022-09-05 12:00,19843.81,0.10363,-15.49,-0.76,2280.64,-0.02,7.92,0.39,17.59,0.86
219,Entry Short,Short,2022-09-05 03:00,19726.04,0.10363,-15.49,-0.76,2280.64,-0.02,7.92,0.39,17.59,0.86
218,Exit Short,Close entry(s) order Short,2022-09-03 12:00,19816.75,0.10323,-4.77,-0.23,2296.13,0.00,6.22,0.30,30.20,1.48
218,Entry Short,Short,2022-09-02 15:00,19802.19,0.10323,-4.77,-0.23,2296.13,0.00,6.22,0.30,30.20,1.48
217,Exit Long,Close entry(s) order Long,2022-09-02 09:00,20090.81,0.10187,-1.18,-0.06,2300.90,0.00,21.57,1.05,13.09,0.64
217,Entry Long,Long,2022-09-01 18:00,20070.25,0.10187,-1.18,-0.06,2300.90,0.00,21.57,1.05,13.09,0.64
216,Exit Short,Long,2022-09-01 18:00,20070.25,0.10184,-2.80,-0.14,2302.08,0.00,50.23,2.45,4.17,0.20
216,Entry Short,Short,2022-09-01 09:00,20074.91,0.10184,-2.80,-0.14,2302.08,0.00,50.23,2.45,4.17,0.20
215,Exit Short,Close entry(s) order Short,2022-09-01 09:00,20074.91,0.10167,-0.01,0.00,2304.88,0.00,29.43,1.44,24.15,1.18
215,Entry Short,Short,2022-08-31 12:00,20106.97,0.10167,-0.01,0.00,2304.88,0.00,29.43,1.44,24.15,1.18
214,Exit Long,Short,2022-08-31 12:00,20106.97,0.10056,-26.20,-1.28,2304.88,-0.03,13.93,0.68,25.85,1.26
214,Entry Long,Long,2022-08-31 00:00,20335.19,0.10056,-26.20,-1.28,2304.88,-0.03,13.93,0.68,25.85,1.26
213,Exit Short,Long,2022-08-31 00:00,20335.19,0.10317,-55.20,-2.70,2331.09,-0.05,28.52,1.39,62.01,3.03
213,Entry Short,Short,2022-08-30 12:00,19832.33,0.10317,-55.20,-2.70,2331.09,-0.05,28.52,1.39,62.01,3.03
212,Exit Short,Close entry(s) order Short,2022-08-29 09:00,19824.20,0.10197,20.91,1.02,2386.28,0.02,53.55,2.62,12.85,0.63
212,Entry Short,Short,2022-08-27 12:00,20061.17,0.10197,20.91,1.02,2386.28,0.02,53.55,2.62,12.85,0.63
211,Exit Long,Close entry(s) order Long,2022-08-25 15:00,21572.44,0.09434,-14.11,-0.69,2365.37,-0.01,7.01,0.34,26.63,1.30
211,Entry Long,Long,2022-08-25 06:00,21687.35,0.09434,-14.11,-0.69,2365.37,-0.01,7.01,0.34,26.63,1.30
210,Exit Short,Long,2022-08-25 06:00,21687.35,0.09578,-33.88,-1.65,2379.48,-0.03,3.91,0.19,44.91,2.19
210,Entry Short,Short,2022-08-24 21:00,21368.05,0.09578,-33.88,-1.65,2379.48,-0.03,3.91,0.19,44.91,2.19
209,Exit Long,Short,2022-08-24 21:00,21368.05,0.09463,-28.35,-1.38,2413.36,-0.03,14.99,0.73,27.34,1.33
209,Entry Long,Long,2022-08-24 15:00,21633.24,0.09463,-28.35,-1.38,2413.36,-0.03,14.99,0.73,27.34,1.33
208,Exit Short,Close entry(s) order Short,2022-08-24 09:00,21439.84,0.09659,-26.46,-1.29,2441.71,-0.03,1.50,0.07,31.09,1.52
208,Entry Short,Short,2022-08-24 00:00,21200.06,0.09659,-26.46,-1.29,2441.71,-0.03,1.50,0.07,31.09,1.52
207,Exit Long,Short,2022-08-24 00:00,21200.06,0.09766,19.75,0.96,2468.17,0.02,68.75,3.36,8.86,0.43
207,Entry Long,Long,2022-08-23 03:00,20964.10,0.09766,19.75,0.96,2468.17,0.02,68.75,3.36,8.86,0.43
206,Exit Short,Long,2022-08-23 03:00,20964.10,0.09765,-3.28,-0.16,2448.42,0.00,0,0.00,1.64,0.08
206,Entry Short,Short,2022-08-23 03:00,20964.10,0.09765,-3.28,-0.16,2448.42,0.00,0,0.00,1.64,0.08
205,Exit Long,Short,2022-08-23 03:00,20964.10,0.09571,-45.04,-2.20,2451.69,-0.04,4.85,0.24,46.47,2.27
205,Entry Long,Long,2022-08-22 21:00,21400.75,0.09571,-45.04,-2.20,2451.69,-0.04,4.85,0.24,46.47,2.27
204,Exit Short,Long,2022-08-22 21:00,21400.75,0.09668,-23.54,-1.15,2496.73,-0.02,20.44,1.00,36.19,1.77
204,Entry Short,Short,2022-08-22 06:00,21191.33,0.09668,-23.54,-1.15,2496.73,-0.02,20.44,1.00,36.19,1.77
203,Exit Short,Close entry(s) order Short,2022-08-19 15:00,21463.41,0.08821,149.28,7.29,2520.27,0.15,168.56,8.23,3.16,0.15
203,Entry Short,Short,2022-08-18 21:00,23191.45,0.08821,149.28,7.29,2520.27,0.15,168.56,8.23,3.16,0.15
202,Exit Short,Close entry(s) order Short,2022-08-17 21:00,23342.66,0.08589,36.77,1.80,2370.99,0.04,52.32,2.56,11.64,0.57
202,Entry Short,Short,2022-08-17 06:00,23808.54,0.08589,36.77,1.80,2370.99,0.04,52.32,2.56,11.64,0.57
201,Exit Short,Close entry(s) order Short,2022-08-16 18:00,23978.51,0.08507,1.70,0.08,2334.21,0.00,29.47,1.44,6.51,0.32
201,Entry Short,Short,2022-08-16 09:00,24036.86,0.08507,1.70,0.08,2334.21,0.00,29.47,1.44,6.51,0.32
200,Exit Short,Close entry(s) order Short,2022-08-16 09:00,24036.86,0.0854,-10.87,-0.53,2332.52,-0.01,1.48,0.07,18.89,0.92
200,Entry Short,Short,2022-08-16 03:00,23948.01,0.0854,-10.87,-0.53,2332.52,-0.01,1.48,0.07,18.89,0.92
